date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2017-08-18 21:00:00,109.547,109.193,109.593,108.597,109.574,109.217,109.607,108.61,431386
2017-08-20 21:00:00,109.193,109.307,109.387,109.122,109.217,109.352,109.445,109.207,223
2017-08-21 21:00:00,109.307,108.952,109.416,108.63,109.352,108.976,109.429,108.643,288582
2017-08-22 21:00:00,108.952,109.546,109.652,108.838,108.976,109.577,109.657,108.894,240833
2017-08-23 21:00:00,109.546,109.026,109.824,108.918,109.577,109.041,109.833,108.927,255164
2017-08-24 21:00:00,109.026,109.544,109.602,108.843,109.041,109.571,109.612,108.858,283422
2017-08-25 21:00:00,109.544,109.316,109.84,109.106,109.571,109.369,109.853,109.118,319322
2017-08-27 21:00:00,109.316,109.148,109.255,109.136,109.369,109.228,109.324,109.186,490
2017-08-28 21:00:00,109.148,109.226,109.408,109.02,109.228,109.273,109.421,109.03,194136
2017-08-29 21:00:00,109.226,109.73,109.897,108.261,109.273,109.767,109.908,108.272,461175
2017-08-30 21:00:00,109.73,110.222,110.434,109.536,109.767,110.255,110.449,109.549,282061
2017-08-31 21:00:00,110.222,109.954,110.666,109.874,110.255,109.995,110.679,109.887,315930
2017-09-01 21:00:00,109.954,110.222,110.483,109.556,109.995,110.285,110.505,109.569,299765
2017-09-03 21:00:00,110.222,109.492,109.536,109.201,110.285,109.547,109.567,109.24,1619
2017-09-04 21:00:00,109.492,109.69,109.927,109.377,109.547,109.757,109.939,109.39,196809
2017-09-05 21:00:00,109.69,108.794,109.829,108.624,109.757,108.821,109.842,108.638,341314
2017-09-06 21:00:00,108.794,109.172,109.392,108.442,108.821,109.269,109.403,108.456,334265
2017-09-07 21:00:00,109.172,108.42,109.258,108.04,109.269,108.487,109.283,108.053,357597
2017-09-08 21:00:00,108.42,107.83,108.48,107.312,108.487,107.863,108.527,107.324,386097
2017-09-10 21:00:00,107.83,108.162,108.453,108.081,107.863,108.257,108.505,108.114,1325
2017-09-11 21:00:00,108.162,109.386,109.5,108.122,108.257,109.431,109.515,108.163,277477
2017-09-12 21:00:00,109.386,110.144,110.249,109.233,109.431,110.179,110.259,109.247,291107
2017-09-13 21:00:00,110.144,110.478,110.685,109.897,110.179,110.503,110.697,109.908,266209
2017-09-14 21:00:00,110.478,110.208,111.036,110.054,110.503,110.263,111.048,110.067,319687
2017-09-15 21:00:00,110.208,110.824,111.329,109.54,110.263,110.867,111.341,109.557,353736
2017-09-17 21:00:00,110.824,111.048,111.12,110.973,110.867,111.105,111.157,111.055,276
2017-09-18 21:00:00,111.048,111.564,111.657,110.987,111.105,111.593,111.669,111.006,232532
2017-09-19 21:00:00,111.564,111.582,111.875,111.195,111.593,111.599,111.888,111.207,315467
2017-09-20 21:00:00,111.582,112.204,112.526,111.09,111.599,112.225,112.539,111.128,307044
2017-09-21 21:00:00,112.204,112.45,112.711,112.129,112.225,112.483,112.723,112.14,290932
2017-09-22 21:00:00,112.45,111.984,112.55,111.647,112.483,112.005,112.562,111.66,260935
2017-09-24 21:00:00,111.984,112.142,112.318,111.972,112.005,112.181,112.343,112.022,740
2017-09-25 21:00:00,112.142,111.716,112.525,111.468,112.181,111.745,112.537,111.478,308039
2017-09-26 21:00:00,111.716,112.204,112.475,111.492,111.745,112.277,112.485,111.503,282812
2017-09-27 21:00:00,112.204,112.802,113.251,112.212,112.277,112.867,113.263,112.225,333153
2017-09-28 21:00:00,112.802,112.316,113.205,112.248,112.867,112.353,113.208,112.26,318835
2017-09-29 21:00:00,112.316,112.458,112.731,112.207,112.353,112.567,112.744,112.218,254814
2017-10-01 21:00:00,112.458,112.64,112.679,112.532,112.567,112.683,112.732,112.581,281
2017-10-02 21:00:00,112.64,112.732,113.052,112.43,112.683,112.797,113.065,112.476,243698
2017-10-03 21:00:00,112.732,112.838,113.19,112.656,112.797,112.867,113.202,112.668,231567
2017-10-04 21:00:00,112.838,112.744,112.931,112.317,112.867,112.765,112.945,112.329,242086
2017-10-05 21:00:00,112.744,112.798,112.914,112.406,112.765,112.831,112.925,112.418,211926
2017-10-06 21:00:00,112.798,112.594,113.434,112.594,112.831,112.691,113.445,112.613,252933
2017-10-08 21:00:00,112.594,112.552,112.741,112.496,112.691,112.633,112.813,112.515,688
2017-10-09 21:00:00,112.552,112.668,112.741,112.324,112.633,112.697,112.752,112.336,146206
2017-10-10 21:00:00,112.668,112.432,112.821,111.983,112.697,112.463,112.833,111.995,208549
2017-10-11 21:00:00,112.432,112.466,112.58,112.074,112.463,112.523,112.599,112.086,212880
2017-10-12 21:00:00,112.466,112.266,112.515,112.12,112.523,112.301,112.536,112.132,204507
2017-10-13 21:00:00,112.266,111.82,112.299,111.681,112.301,111.883,112.312,111.694,236540
2017-10-15 21:00:00,111.82,111.742,111.775,111.691,111.883,111.787,111.854,111.723,191
2017-10-16 21:00:00,111.742,112.176,112.282,111.647,111.787,112.197,112.294,111.658,184956
2017-10-17 21:00:00,112.176,112.179,112.475,112.03,112.197,112.209,112.485,112.043,206921
2017-10-18 21:00:00,112.179,112.916,113.046,112.13,112.209,112.947,113.056,112.141,216218
2017-10-19 21:00:00,112.916,112.528,113.141,112.29,112.947,112.561,113.155,112.301,281362
2017-10-20 21:00:00,112.528,113.502,113.564,112.507,112.561,113.556,113.576,112.523,277430
2017-10-22 21:00:00,113.502,113.858,113.906,113.838,113.556,113.891,113.923,113.869,552
2017-10-23 21:00:00,113.858,113.43,114.094,113.239,113.891,113.447,114.106,113.25,253330
2017-10-24 21:00:00,113.43,113.884,114.016,113.243,113.447,113.928,114.029,113.254,277126
2017-10-25 21:00:00,113.884,113.73,114.239,113.474,113.928,113.747,114.25,113.486,333196
2017-10-26 21:00:00,113.73,113.964,114.075,113.336,113.747,114.003,114.083,113.348,305916
2017-10-27 21:00:00,113.964,113.629,114.447,113.629,114.003,113.72,114.459,113.647,319999
2017-10-29 21:00:00,113.629,113.717,113.742,113.617,113.72,113.746,113.784,113.67,175
2017-10-30 21:00:00,113.717,113.164,113.83,113.02,113.746,113.199,113.843,113.031,236277
2017-10-31 21:00:00,113.164,113.616,113.726,112.952,113.199,113.645,113.739,112.964,236660
2017-11-01 21:00:00,113.616,114.172,114.274,113.596,113.645,114.189,114.287,113.612,279702
2017-11-02 21:00:00,114.172,114.078,114.212,113.532,114.189,114.097,114.224,113.543,299298
2017-11-03 22:00:00,114.078,114.036,114.421,113.614,114.097,114.09,114.434,113.638,208683
2017-11-05 22:00:00,114.036,113.995,114.055,113.993,114.09,114.054,114.09,114.011,194
2017-11-06 22:00:00,113.995,113.692,114.731,113.69,114.054,113.719,114.741,113.697,238605
2017-11-07 22:00:00,113.692,113.996,114.336,113.692,113.719,114.027,114.349,113.71,216651
2017-11-08 22:00:00,113.996,113.86,114.002,113.389,114.027,113.879,114.053,113.399,221711
2017-11-09 22:00:00,113.86,113.448,114.062,113.085,113.879,113.467,114.076,113.097,330217
2017-11-10 22:00:00,113.448,113.499,113.629,113.215,113.467,113.553,113.643,113.227,248762
2017-11-12 22:00:00,113.499,113.448,113.546,113.416,113.553,113.537,113.595,113.495,222
2017-11-13 22:00:00,113.448,113.614,113.707,113.239,113.537,113.641,113.72,113.25,199856
2017-11-14 22:00:00,113.614,113.444,113.906,113.302,113.641,113.459,113.918,113.316,220860
2017-11-15 22:00:00,113.444,112.87,113.49,112.47,113.459,112.883,113.503,112.481,330784
2017-11-16 22:00:00,112.87,113.036,113.327,112.728,112.883,113.081,113.338,112.74,237142
2017-11-17 22:00:00,113.036,112.079,113.137,111.939,113.081,112.169,113.149,111.952,271126
2017-11-19 22:00:00,112.079,112.113,112.14,112.041,112.169,112.172,112.207,112.083,303
2017-11-20 22:00:00,112.113,112.608,112.712,111.88,112.172,112.641,112.725,111.893,279401
2017-11-21 22:00:00,112.608,112.429,112.699,112.168,112.641,112.469,112.71,112.181,225418
2017-11-22 22:00:00,112.429,111.202,112.487,111.136,112.469,111.227,112.501,111.147,246488
2017-11-23 22:00:00,111.202,111.193,111.375,111.062,111.227,111.237,111.387,111.075,158834
2017-11-24 22:00:00,111.193,111.495,111.616,111.188,111.237,111.549,111.63,111.203,192085
2017-11-26 22:00:00,111.495,111.482,111.532,111.337,111.549,111.549,111.58,111.377,571
2017-11-27 22:00:00,111.482,111.076,111.686,110.836,111.549,111.113,111.7,110.849,259013
2017-11-28 22:00:00,111.076,111.459,111.635,110.925,111.113,111.501,111.647,110.938,284691
2017-11-29 22:00:00,111.459,111.9,112.145,111.369,111.501,111.943,112.156,111.381,302952
2017-11-30 22:00:00,111.9,112.53,112.634,111.729,111.943,112.555,112.644,111.741,301146
2017-12-01 22:00:00,112.53,112.158,112.869,111.399,112.555,112.221,112.879,111.411,482735
2017-12-03 22:00:00,112.158,112.79,112.976,112.697,112.221,112.859,112.993,112.752,1313
2017-12-04 22:00:00,112.79,112.394,113.084,112.359,112.859,112.432,113.096,112.371,319389
2017-12-05 22:00:00,112.394,112.573,112.863,112.372,112.432,112.638,112.873,112.385,266957
2017-12-06 22:00:00,112.573,112.278,112.627,111.986,112.638,112.305,112.651,111.995,282532
2017-12-07 22:00:00,112.278,113.076,113.152,112.213,112.305,113.093,113.165,112.226,259786
2017-12-08 22:00:00,113.076,113.442,113.584,113.071,113.093,113.503,113.597,113.084,229189
2017-12-10 22:00:00,113.442,113.514,113.529,113.442,113.503,113.573,113.581,113.492,56
2017-12-11 22:00:00,113.514,113.539,113.684,113.237,113.573,113.583,113.697,113.249,209973
2017-12-12 22:00:00,113.539,113.542,113.746,113.365,113.583,113.555,113.759,113.378,176479
2017-12-13 22:00:00,113.542,112.52,113.569,112.454,113.555,112.547,113.582,112.464,259369
2017-12-14 22:00:00,112.52,112.374,112.879,112.058,112.547,112.405,112.889,112.07,241803
2017-12-15 22:00:00,112.374,112.575,112.738,112.026,112.405,112.662,112.751,112.038,230507
2017-12-17 22:00:00,112.575,112.712,112.724,112.582,112.662,112.743,112.769,112.637,248
2017-12-18 22:00:00,112.712,112.532,112.826,112.304,112.743,112.559,112.837,112.314,199497
2017-12-19 22:00:00,112.532,112.878,113.073,112.505,112.559,112.899,113.086,112.518,191222
2017-12-20 22:00:00,112.878,113.379,113.46,112.833,112.899,113.417,113.473,112.851,197541
2017-12-21 22:00:00,113.379,113.309,113.632,113.193,113.417,113.333,113.644,113.206,188633
2017-12-22 22:00:00,113.309,113.259,113.442,113.234,113.333,113.348,113.453,113.26,174381
2017-12-26 22:00:00,113.259,113.22,113.326,113.113,113.348,113.239,113.339,113.126,126941
2017-12-27 22:00:00,113.22,113.334,113.377,113.141,113.239,113.361,113.388,113.155,207574
2017-12-28 22:00:00,113.334,112.85,113.338,112.656,113.361,112.892,113.367,112.669,188295
2017-12-29 22:00:00,112.85,112.645,112.963,112.466,112.892,112.734,112.977,112.479,195780
2018-01-01 22:00:00,112.645,112.588,112.642,112.588,112.734,112.657,112.727,112.657,2
2018-01-02 22:00:00,112.588,112.267,112.786,112.049,112.657,112.312,112.799,112.061,176504
2018-01-03 22:00:00,112.267,112.496,112.602,112.166,112.312,112.523,112.616,112.179,174543
2018-01-04 22:00:00,112.496,112.728,112.858,112.455,112.523,112.755,112.871,112.487,204605
2018-01-05 22:00:00,112.728,113.012,113.297,112.711,112.755,113.103,113.332,112.731,197295
2018-01-07 22:00:00,113.012,113.121,113.135,113.004,113.103,113.18,113.187,113.057,194
2018-01-08 22:00:00,113.121,113.076,113.381,112.875,113.18,113.117,113.395,112.888,154132
2018-01-09 22:00:00,113.076,112.629,113.174,112.36,113.117,112.674,113.188,112.372,231600
2018-01-10 22:00:00,112.629,111.418,112.779,111.265,112.674,111.455,112.793,111.276,299397
2018-01-11 22:00:00,111.418,111.238,111.87,111.038,111.455,111.277,111.882,111.05,253170
2018-01-12 22:00:00,111.238,110.99,111.693,110.907,111.277,111.057,111.703,110.919,280545
2018-01-14 22:00:00,110.99,111.077,111.122,111.003,111.057,111.118,111.147,111.07,174
2018-01-15 22:00:00,111.077,110.519,111.178,110.322,111.118,110.56,111.191,110.333,244319
2018-01-16 22:00:00,110.519,110.432,110.977,110.24,110.56,110.477,110.988,110.252,266884
2018-01-17 22:00:00,110.432,111.258,111.341,110.186,110.477,111.326,111.353,110.199,294803
2018-01-18 22:00:00,111.258,111.086,111.476,110.686,111.326,111.131,111.489,110.696,284427
2018-01-19 22:00:00,111.086,110.808,111.125,110.484,111.131,110.859,111.137,110.496,263501
2018-01-21 22:00:00,110.808,110.545,110.657,110.535,110.859,110.594,110.696,110.583,475
2018-01-22 22:00:00,110.545,110.914,111.218,110.506,110.594,110.929,111.231,110.545,219910
2018-01-23 22:00:00,110.914,110.294,111.173,110.246,110.929,110.321,111.185,110.258,263569
2018-01-24 22:00:00,110.294,109.212,110.331,108.962,110.321,109.239,110.343,108.975,316080
2018-01-25 22:00:00,109.212,109.396,109.697,108.494,109.239,109.435,109.709,108.506,460700
2018-01-26 22:00:00,109.396,108.583,109.765,108.276,109.435,108.637,109.777,108.289,392483
2018-01-28 22:00:00,108.583,108.679,108.747,108.598,108.637,108.738,108.795,108.64,191
2018-01-29 22:00:00,108.679,108.944,109.197,108.504,108.738,108.963,109.21,108.515,316900
2018-01-30 22:00:00,108.944,108.768,109.199,108.408,108.963,108.793,109.211,108.419,337551
2018-01-31 22:00:00,108.768,109.182,109.442,108.59,108.793,109.218,109.452,108.602,363229
2018-02-01 22:00:00,109.182,109.376,109.745,109.088,109.218,109.416,109.757,109.1,322025
2018-02-02 22:00:00,109.376,110.146,110.477,109.275,109.416,110.2,110.49,109.287,398671
2018-02-04 22:00:00,110.146,110.175,110.203,110.052,110.2,110.234,110.244,110.103,496
2018-02-05 22:00:00,110.175,109.056,110.28,108.986,110.234,109.097,110.304,108.995,470651
2018-02-06 22:00:00,109.056,109.548,109.648,108.45,109.097,109.573,109.659,108.462,746599
2018-02-07 22:00:00,109.548,109.296,109.706,108.913,109.573,109.352,109.727,108.926,425595
2018-02-08 22:00:00,109.296,108.73,109.778,108.574,109.352,108.757,109.791,108.585,562927
2018-02-09 22:00:00,108.73,108.764,109.304,108.04,108.757,108.829,109.317,108.052,678414
2018-02-11 22:00:00,108.764,108.836,108.926,108.776,108.829,108.901,108.959,108.803,237
2018-02-12 22:00:00,108.836,108.635,108.879,108.43,108.901,108.68,108.903,108.443,359739
2018-02-13 22:00:00,108.635,107.804,108.775,107.402,108.68,107.847,108.788,107.414,371279
2018-02-14 22:00:00,107.804,106.989,107.897,106.717,107.847,107.03,107.909,106.729,457407
2018-02-15 22:00:00,106.989,106.112,106.994,106.029,107.03,106.157,107.042,106.042,424237
2018-02-16 22:00:00,106.112,106.266,106.393,105.544,106.157,106.32,106.407,105.553,356288
2018-02-18 22:00:00,106.266,106.322,106.375,106.268,106.32,106.387,106.422,106.317,122
2018-02-19 22:00:00,106.322,106.574,106.721,106.09,106.387,106.61,106.734,106.101,210702
2018-02-20 22:00:00,106.574,107.316,107.373,106.551,106.61,107.337,107.382,106.573,257966
2018-02-21 22:00:00,107.316,107.764,107.901,107.272,107.337,107.785,107.91,107.27,320634
2018-02-22 22:00:00,107.764,106.736,107.767,106.588,107.785,106.771,107.8,106.601,302282
2018-02-23 22:00:00,106.736,106.852,107.128,106.506,106.771,106.919,107.142,106.518,226943
2018-02-25 22:00:00,106.852,107.188,107.27,106.796,106.919,107.227,107.297,106.842,941
2018-02-26 22:00:00,107.188,106.901,107.186,106.37,107.227,106.949,107.227,106.381,266721
2018-02-27 22:00:00,106.901,107.314,107.67,106.778,106.949,107.351,107.682,106.79,284055
2018-02-28 22:00:00,107.314,106.655,107.522,106.559,107.351,106.698,107.533,106.571,280668
2018-03-01 22:00:00,106.655,106.214,107.199,106.156,106.698,106.245,107.212,106.169,320867
2018-03-02 22:00:00,106.214,105.706,106.294,105.244,106.245,105.762,106.303,105.256,642426
2018-03-05 22:00:00,105.488,106.196,106.232,105.345,105.552,106.225,106.244,105.357,278878
2018-03-06 22:00:00,106.196,106.124,106.457,105.846,106.225,106.151,106.47,105.86,535538
2018-03-07 22:00:00,106.124,106.054,106.223,105.45,106.151,106.096,106.227,105.463,310564
2018-03-08 22:00:00,106.054,106.187,106.309,105.886,106.096,106.252,106.321,105.899,235470
2018-03-09 22:00:00,106.187,106.808,107.044,106.144,106.252,106.827,107.06,106.181,263242
2018-03-11 21:00:00,106.61,106.626,106.674,106.562,106.681,106.685,106.711,106.585,167
2018-03-12 21:00:00,106.626,106.404,106.966,106.304,106.685,106.44,106.979,106.32,177547
2018-03-13 21:00:00,106.404,106.56,107.287,106.248,106.44,106.588,107.303,106.26,335733
2018-03-14 21:00:00,106.56,106.308,106.743,106.058,106.588,106.331,106.755,106.071,296421
2018-03-15 21:00:00,106.308,106.317,106.409,105.779,106.331,106.363,106.422,105.791,290884
2018-03-16 21:00:00,106.317,105.947,106.368,105.596,106.363,106.012,106.401,105.609,274255
2018-03-18 21:00:00,105.844,105.904,105.915,105.789,105.898,105.933,105.96,105.819,258
2018-03-19 21:00:00,105.904,106.081,106.302,105.671,105.933,106.109,106.314,105.683,305475
2018-03-20 21:00:00,106.081,106.527,106.602,105.923,106.109,106.544,106.615,105.935,306382
2018-03-21 21:00:00,106.527,106.04,106.634,105.875,106.544,106.06,106.648,105.886,304630
2018-03-22 21:00:00,106.04,105.267,106.083,105.254,106.06,105.294,106.097,105.267,456441
2018-03-23 21:00:00,105.267,104.706,105.405,104.63,105.294,104.771,105.451,104.644,523620
2018-03-25 21:00:00,104.572,104.635,104.706,104.569,104.617,104.698,104.755,104.597,206
2018-03-26 21:00:00,104.635,105.387,105.476,104.623,104.698,105.423,105.487,104.647,314101
2018-03-27 21:00:00,105.387,105.322,105.897,105.31,105.423,105.358,105.91,105.332,336213
2018-03-28 21:00:00,105.322,106.832,107.006,105.319,105.358,106.869,107.019,105.338,440760
2018-03-29 21:00:00,106.832,106.408,106.927,106.261,106.869,106.448,106.94,106.273,303237
2018-03-30 21:00:00,106.408,106.254,106.531,106.116,106.448,106.317,106.552,106.132,171834
2018-04-02 21:00:00,106.237,105.871,106.444,105.651,106.284,105.915,106.456,105.663,264943
2018-04-03 21:00:00,105.871,106.594,106.652,105.687,105.915,106.625,106.664,105.7,597173
2018-04-04 21:00:00,106.594,106.768,106.842,105.984,106.625,106.791,106.855,105.998,437659
2018-04-05 21:00:00,106.768,107.37,107.487,106.705,106.791,107.397,107.499,106.718,358395
2018-04-06 21:00:00,107.37,106.909,107.456,106.77,107.397,106.967,107.466,106.782,515370
2018-04-08 21:00:00,106.809,106.931,107.001,106.762,106.848,106.994,107.055,106.802,404
2018-04-09 21:00:00,106.931,106.748,107.197,106.61,106.994,106.801,107.21,106.623,346690
2018-04-10 21:00:00,106.748,107.182,107.393,106.613,106.801,107.222,107.405,106.623,411028
2018-04-11 21:00:00,107.182,106.776,107.247,106.644,107.222,106.807,107.27,106.657,379668
2018-04-12 21:00:00,106.776,107.296,107.424,106.694,106.807,107.341,107.437,106.706,369528
2018-04-13 21:00:00,107.296,107.332,107.774,107.198,107.341,107.39,107.785,107.21,358554
2018-04-16 21:00:00,107.462,107.1,107.603,107.029,107.521,107.135,107.62,107.042,300370
2018-04-17 21:00:00,107.1,106.987,107.207,106.876,107.135,107.027,107.219,106.888,578788
2018-04-18 21:00:00,106.987,107.217,107.38,106.978,107.027,107.253,107.392,107.003,298798
2018-04-19 21:00:00,107.217,107.348,107.511,107.175,107.253,107.385,107.524,107.188,328898
2018-04-20 21:00:00,107.348,107.61,107.85,107.346,107.385,107.679,107.863,107.356,350288
2018-04-22 21:00:00,107.61,107.764,107.827,107.61,107.659,107.822,107.866,107.659,414
2018-04-23 21:00:00,107.764,108.692,108.748,107.653,107.822,108.717,108.76,107.68,332658
2018-04-24 21:00:00,108.692,108.802,109.196,108.537,108.717,108.831,109.206,108.549,385524
2018-04-25 21:00:00,108.802,109.412,109.45,108.777,108.831,109.441,109.461,108.793,406702
2018-04-26 21:00:00,109.411,109.282,109.46,109.059,109.44,109.316,109.477,109.071,368084
2018-04-27 21:00:00,109.282,109.016,109.533,108.96,109.317,109.085,109.545,108.971,348646
2018-04-29 21:00:00,109.095,109.057,109.144,109.015,109.134,109.086,109.165,109.084,158
2018-04-30 21:00:00,109.057,109.32,109.446,109.014,109.086,109.365,109.459,109.027,286241
2018-05-01 21:00:00,109.32,109.856,109.884,109.228,109.365,109.873,109.895,109.244,316057
2018-05-02 21:00:00,109.856,109.82,110.03,109.588,109.873,109.853,110.042,109.6,375630
2018-05-03 21:00:00,109.82,109.172,109.878,108.923,109.853,109.217,109.89,108.934,398725
2018-05-04 21:00:00,109.172,109.05,109.268,108.64,109.217,109.11,109.28,108.652,329052
2018-05-06 21:00:00,109.082,109.102,109.195,109.082,109.146,109.131,109.212,109.124,287
2018-05-07 21:00:00,109.102,109.078,109.392,108.751,109.131,109.107,109.404,108.763,280122
2018-05-08 21:00:00,109.078,109.117,109.346,108.822,109.107,109.134,109.357,108.834,357688
2018-05-09 21:00:00,109.117,109.736,109.827,108.99,109.134,109.752,109.839,109.003,359258
2018-05-10 21:00:00,109.736,109.381,110.013,109.31,109.752,109.415,110.025,109.323,384895
2018-05-11 21:00:00,109.381,109.352,109.562,109.146,109.415,109.415,109.575,109.159,293016
2018-05-13 21:00:00,109.37,109.378,109.393,109.245,109.424,109.448,109.449,109.315,52
2018-05-14 21:00:00,109.378,109.646,109.666,109.201,109.448,109.681,109.681,109.213,294392
2018-05-15 21:00:00,109.646,110.335,110.448,109.642,109.681,110.364,110.461,109.667,360743
2018-05-16 21:00:00,110.335,110.388,110.398,110.034,110.364,110.403,110.417,110.046,368272
2018-05-17 21:00:00,110.388,110.744,110.853,110.067,110.403,110.786,110.865,110.079,350084
2018-05-18 21:00:00,110.744,110.73,111.075,110.601,110.786,110.788,111.089,110.614,318180
2018-05-20 21:00:00,110.839,110.867,111.014,110.838,110.888,110.926,111.069,110.886,610
2018-05-21 21:00:00,110.866,111.03,111.39,110.815,110.925,111.078,111.401,110.829,276975
2018-05-22 21:00:00,111.031,110.888,111.18,110.79,111.079,110.911,111.193,110.801,313343
2018-05-23 21:00:00,110.888,110.073,110.913,109.551,110.911,110.091,110.937,109.563,496346
2018-05-24 21:00:00,110.073,109.232,110.089,108.949,110.091,109.27,110.127,108.96,454210
2018-05-25 21:00:00,109.232,109.356,109.738,109.116,109.27,109.414,109.75,109.126,394943
2018-05-27 21:00:00,109.508,109.74,109.81,109.504,109.558,109.791,109.843,109.558,733
2018-05-28 21:00:00,109.74,109.398,109.824,109.226,109.791,109.437,109.842,109.24,301699
2018-05-29 21:00:00,109.398,108.748,109.463,108.106,109.437,108.785,109.476,108.118,574325
2018-05-30 21:00:00,108.748,108.899,109.069,108.345,108.785,108.916,109.081,108.358,498453
2018-05-31 21:00:00,108.899,108.797,108.999,108.38,108.916,108.841,109.01,108.392,452231
2018-06-01 21:00:00,108.797,109.482,109.727,108.716,108.841,109.54,109.747,108.728,368094
2018-06-04 21:00:00,109.556,109.807,109.849,109.552,109.567,109.822,109.86,109.564,57968
2018-06-05 21:00:00,109.807,109.765,109.999,109.466,109.822,109.809,110.011,109.479,374545
2018-06-06 21:00:00,109.993,110.172,110.261,109.765,110.005,110.19,110.273,109.795,308399
2018-06-07 21:00:00,110.172,109.686,110.215,109.47,110.19,109.715,110.227,109.485,662105
2018-06-08 21:00:00,109.686,109.503,109.847,109.193,109.715,109.559,109.859,109.205,355495
2018-06-10 21:00:00,109.438,109.278,109.443,109.204,109.491,109.329,109.491,109.242,372
