date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty,accum_dist,atr,cmo,cmf,cci,ema_fast,ema_slow,hma_fast,hma_slow,mfi,obv,sma,percent_k,percent_d,smoothed_ma,true_range,ulti_osc,volatility,rsi,williams,trend,trend_nextday
2012-01-16 22:00:00,117.809,117.597,117.809,117.364,118.006,117.744,118.006,117.393,41766,38914.03306736982,2.3441578947368362,-70.16442451420045,0.07032609976807952,-4.1326871778043595,118.06277720645208,,117.56666269841269,,33.655104474779904,-107746.0,118.7492,0.0,,118.55893327126394,-100.0,,1.1285222151284846,-61.8710691823903,-100.0,1,1.0
2012-01-17 22:00:00,117.597,117.764,118.267,117.511,117.744,117.864,118.292,117.608,56000,24832.16172234077,2.2559077490774886,-61.58858206639777,-0.02978168439620805,-2.554586593869833,117.97780622666761,,117.684623015873,,37.140102052882334,-51746.0,118.52650000000001,0.05700712589073839,0.05545403413216851,118.46208797082392,-99.84580195831512,,1.272971523169421,-51.257115749525525,-99.84580195831512,1,1.0
2012-01-18 22:00:00,117.764,118.554,118.627,117.547,117.864,118.691,118.691,117.576,60917,85749.16172234077,2.11199738296016,-21.96438208310835,0.10404363757198862,-0.35126060306077744,118.14794019863352,,118.18875396825395,,37.413565653501735,9171.0,118.41069999999999,0.537762634866556,0.19825658691909812,118.49278090606843,-98.78312045437022,,1.560058373609059,-8.648464372214121,-98.78312045437022,1,1.0
2012-01-19 22:00:00,118.554,119.383,119.716,118.309,118.691,119.437,119.743,118.336,59577,119412.07217010212,2.0096806182999165,17.62811913066805,0.18845508351899967,3.1761186861048665,118.48614897513558,118.58297410077066,119.09179365079365,,47.64083825818827,68748.0,118.4039,1.0,0.5315899202524315,118.6152108624963,-97.82452262856262,,1.5914985217148245,8.749325986922145,-97.82452262856262,1,1.0
2012-01-20 22:00:00,119.383,119.864,119.964,119.185,119.437,120.064,120.082,119.211,60754,177654.9998394476,2.075909072283316,27.44032143701235,0.3495755233732216,5.3079526578157425,118.96622314573501,118.79595121655932,120.04983333333337,,58.69596255458181,129502.0,118.5323,1.0,0.845920878288852,118.79765299304763,-97.01883786075918,,1.22444898843175,17.6979092755889,-97.01883786075918,1,0.0
2012-01-21 22:00:00,119.864,119.875,119.875,119.864,120.064,120.066,120.066,120.064,1,177655.9998394476,2.123079757624593,25.35861901288613,0.28848752970942915,5.873689318171507,119.33036035782207,118.96477138290729,120.54648015873015,119.2696468253968,68.7538872790591,129503.0,118.64860000000002,1.0,1.0,118.95333608498518,-97.01626789339774,,1.0552356670819063,17.722725747168397,-97.01626789339774,0,1.0
2012-01-23 22:00:00,119.875,119.868,120.198,119.483,120.066,119.945,120.226,119.516,59778,190116.7660366293,2.1580066741899078,68.93840104849261,0.245704327513943,4.828745083306108,119.55869437205041,119.09746407019827,120.5147341269841,119.80330238095235,65.81234366818713,69725.0,118.7408,0.9478897502153276,0.9826299167384426,119.0723507721073,-97.17175091876335,,0.971391275230723,15.14051151603259,-97.17175091876335,1,1.0
2012-01-24 22:00:00,119.868,121.352,121.415,119.641,119.945,121.396,121.439,119.673,67983,254789.15561760386,2.401892292135444,82.63825929283736,0.45042978582289583,7.521567167978606,120.15866535183488,119.44324347553551,120.98630952380954,120.4390126984127,76.41034814874877,137708.0,119.0963,1.0,0.9826299167384426,119.34575170877568,-95.30723959805711,,0.787442963013318,29.350066096403467,-95.30723959805711,1,0.0
2012-01-25 22:00:00,121.352,121.742,122.04,121.189,121.396,121.808,122.065,121.249,81841,285078.34924505686,2.6570823257833016,83.23117338003469,0.5206399285916119,9.425470864778262,120.72288899063182,119.82148695077125,121.78422619047619,121.12530952380955,87.42821555281506,219549.0,119.5021,1.0,0.9826299167384426,119.6304327213854,-94.7778263216057,,0.6992146348741177,31.703081173277724,-94.7778263216057,0,0.0
2012-01-26 22:00:00,121.742,121.481,121.867,121.304,121.808,121.558,121.894,121.327,65860,272882.0529487619,2.8621157562326642,83.71378402107081,0.43289789344689233,7.486876391183742,121.04207966471792,120.10821113136318,122.16241269841271,121.67448253968253,72.93351484832249,153689.0,119.85729999999998,0.938484251968504,0.9794947506561681,119.84986760875353,-95.09907224178252,,0.6858084336881435,27.861797931860508,-95.09907224178252,0,0.0
2012-01-27 22:00:00,121.481,120.562,121.582,120.008,121.558,120.741,121.613,120.035,71778,265331.26207423734,3.0128862099748273,54.76870359794365,0.3873763732197997,3.114783282265876,121.01702894977812,120.22829480215202,121.6328134920635,121.85397777777779,72.96118163605638,81911.0,120.157,0.7294624746450288,0.8893155755378443,119.94992952118726,-96.14890390892036,,0.7864281421107441,13.913671673025405,-96.14890390892036,0,1.0
2012-01-30 22:00:00,120.562,119.915,120.719,119.582,120.741,119.997,120.785,119.608,56213,246275.19835291177,3.026845973587105,25.261121856866342,0.3787280300573129,-0.39597609102082926,120.75944143128831,120.24227196053604,120.55847619047616,121.64156984126987,62.05750509227258,25698.0,120.3703,0.41899262111004026,0.695646449241191,119.9551507394505,-97.10493176736655,,1.0075945308653835,-0.19948749544084876,-97.10493176736655,1,1.0
2012-01-31 22:00:00,119.915,120.191,120.621,119.759,119.997,120.234,120.649,119.788,66991,248687.18557706906,2.94180724212562,17.099334906672215,0.2758033905485806,-0.77889367670799,120.63455103190815,120.2928035871485,119.90578968253969,121.28890000000001,62.13800330176102,92689.0,120.52459999999999,0.3361450864614061,0.4948667274054917,119.9857474313776,-96.80039063503895,,1.2429758425203152,4.360159815233487,-96.80039063503895,1,0.0
2012-02-01 22:00:00,120.191,120.602,120.982,119.583,120.234,120.676,121.001,119.61,61316,281350.8491284708,2.8059559393979203,13.672922252010796,0.2733074723144033,-0.4637747954794004,120.67306529548496,120.39939735242328,120.032,121.00223492063493,62.58797607483812,154005.0,120.64849999999998,0.3923778851315101,0.38250519756765217,120.06075584238691,-96.23242784816632,,1.412359801259243,11.589705673495416,-96.23242784816632,0,1.0
